Date (Year-Month),Location,Category,Reference_Index,Index(%)
1981-04,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
1981-04,"Montréal, Quebec",Total (house and land),"Index, 201612=100",29.3
1981-04,"Montréal, Quebec",House only,"Index, 201612=100",30.8
1981-04,"Montréal, Quebec",Land only,"Index, 201612=100",21.0
1981-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
1981-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
1981-04,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
1981-04,Ontario,Total (house and land),"Index, 201612=100",
1981-04,Ontario,House only,"Index, 201612=100",
1981-04,Ontario,Land only,"Index, 201612=100",
1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",33.7
1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",32.0
1981-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",40.6
1981-04,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1981-04,"Oshawa, Ontario",House only,"Index, 201612=100",
1981-04,"Oshawa, Ontario",Land only,"Index, 201612=100",
1981-04,"Toronto, Ontario",Total (house and land),"Index, 201612=100",31.2
1981-04,"Toronto, Ontario",House only,"Index, 201612=100",26.5
1981-04,"Toronto, Ontario",Land only,"Index, 201612=100",40.0
1981-04,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",31.0
1981-04,"Hamilton, Ontario",House only,"Index, 201612=100",25.6
1981-04,"Hamilton, Ontario",Land only,"Index, 201612=100",46.3
1981-04,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",30.8
1981-04,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",28.6
1981-04,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",35.6
1981-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",34.6
1981-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",31.1
1981-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",43.5
1981-04,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1981-04,"Guelph, Ontario",House only,"Index, 201612=100",
1981-04,"Guelph, Ontario",Land only,"Index, 201612=100",
1981-04,"London, Ontario",Total (house and land),"Index, 201612=100",33.3
1981-04,"London, Ontario",House only,"Index, 201612=100",28.6
1981-04,"London, Ontario",Land only,"Index, 201612=100",51.6
1981-04,"Windsor, Ontario",Total (house and land),"Index, 201612=100",60.6
1981-04,"Windsor, Ontario",House only,"Index, 201612=100",63.9
1981-04,"Windsor, Ontario",Land only,"Index, 201612=100",47.5
1981-04,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",56.9
1981-04,"Greater Sudbury, Ontario",House only,"Index, 201612=100",57.0
1981-04,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",53.7
1981-04,Prairie Region,Total (house and land),"Index, 201612=100",
1981-04,Prairie Region,House only,"Index, 201612=100",
1981-04,Prairie Region,Land only,"Index, 201612=100",
1981-04,Manitoba,Total (house and land),"Index, 201612=100",
1981-04,Manitoba,House only,"Index, 201612=100",
1981-04,Manitoba,Land only,"Index, 201612=100",
1981-04,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",27.4
1981-04,"Winnipeg, Manitoba",House only,"Index, 201612=100",30.5
1981-04,"Winnipeg, Manitoba",Land only,"Index, 201612=100",18.9
1981-04,Saskatchewan,Total (house and land),"Index, 201612=100",
1981-04,Saskatchewan,House only,"Index, 201612=100",
1981-04,Saskatchewan,Land only,"Index, 201612=100",
1981-04,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",21.3
1981-04,"Regina, Saskatchewan",House only,"Index, 201612=100",22.4
1981-04,"Regina, Saskatchewan",Land only,"Index, 201612=100",17.8
1981-04,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",34.6
1981-04,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",37.3
1981-04,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",27.6
1981-04,Alberta,Total (house and land),"Index, 201612=100",
1981-04,Alberta,House only,"Index, 201612=100",
1981-04,Alberta,Land only,"Index, 201612=100",
1981-04,"Calgary, Alberta",Total (house and land),"Index, 201612=100",26.7
1981-04,"Calgary, Alberta",House only,"Index, 201612=100",30.1
1981-04,"Calgary, Alberta",Land only,"Index, 201612=100",19.8
1981-04,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",36.1
1981-04,"Edmonton, Alberta",House only,"Index, 201612=100",36.9
1981-04,"Edmonton, Alberta",Land only,"Index, 201612=100",32.9
1981-04,British Columbia,Total (house and land),"Index, 201612=100",
1981-04,British Columbia,House only,"Index, 201612=100",
1981-04,British Columbia,Land only,"Index, 201612=100",
1981-04,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1981-04,"Kelowna, British Columbia",House only,"Index, 201612=100",
1981-04,"Kelowna, British Columbia",Land only,"Index, 201612=100",
1981-04,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",91.8
1981-04,"Vancouver, British Columbia",House only,"Index, 201612=100",97.7
1981-04,"Vancouver, British Columbia",Land only,"Index, 201612=100",84.2
1981-04,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",130.8
1981-04,"Victoria, British Columbia",House only,"Index, 201612=100",210.6
1981-04,"Victoria, British Columbia",Land only,"Index, 201612=100",50.9
1981-05,Canada,Total (house and land),"Index, 201612=100",40.6
1981-05,Canada,House only,"Index, 201612=100",38.9
1981-05,Canada,Land only,"Index, 201612=100",41.5
1981-05,Atlantic Region,Total (house and land),"Index, 201612=100",
1981-05,Atlantic Region,House only,"Index, 201612=100",
1981-05,Atlantic Region,Land only,"Index, 201612=100",
1981-05,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",
1981-05,Newfoundland and Labrador,House only,"Index, 201612=100",
1981-05,Newfoundland and Labrador,Land only,"Index, 201612=100",
1981-05,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",36.4
1981-05,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",37.7
1981-05,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",31.9
1981-05,Prince Edward Island,Total (house and land),"Index, 201612=100",
1981-05,Prince Edward Island,House only,"Index, 201612=100",
1981-05,Prince Edward Island,Land only,"Index, 201612=100",
1981-05,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",
1981-05,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",
1981-05,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",
1981-05,Nova Scotia,Total (house and land),"Index, 201612=100",
1981-05,Nova Scotia,House only,"Index, 201612=100",
1981-05,Nova Scotia,Land only,"Index, 201612=100",
1981-05,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",
1981-05,"Halifax, Nova Scotia",House only,"Index, 201612=100",
1981-05,"Halifax, Nova Scotia",Land only,"Index, 201612=100",
1981-05,New Brunswick,Total (house and land),"Index, 201612=100",
1981-05,New Brunswick,House only,"Index, 201612=100",
1981-05,New Brunswick,Land only,"Index, 201612=100",
1981-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",57.2
1981-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",63.3
1981-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",38.0
1981-05,Quebec,Total (house and land),"Index, 201612=100",
1981-05,Quebec,House only,"Index, 201612=100",
1981-05,Quebec,Land only,"Index, 201612=100",
1981-05,"Québec, Quebec",Total (house and land),"Index, 201612=100",31.4
1981-05,"Québec, Quebec",House only,"Index, 201612=100",36.1
1981-05,"Québec, Quebec",Land only,"Index, 201612=100",21.2
1981-05,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1981-05,"Sherbrooke, Quebec",House only,"Index, 201612=100",
1981-05,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
1981-05,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1981-05,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
1981-05,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
1981-05,"Montréal, Quebec",Total (house and land),"Index, 201612=100",29.7
1981-05,"Montréal, Quebec",House only,"Index, 201612=100",31.1
1981-05,"Montréal, Quebec",Land only,"Index, 201612=100",21.3
1981-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
1981-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
1981-05,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
1981-05,Ontario,Total (house and land),"Index, 201612=100",
1981-05,Ontario,House only,"Index, 201612=100",
1981-05,Ontario,Land only,"Index, 201612=100",
1981-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",34.3
1981-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",32.7
1981-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",40.8
1981-05,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1981-05,"Oshawa, Ontario",House only,"Index, 201612=100",
1981-05,"Oshawa, Ontario",Land only,"Index, 201612=100",
1981-05,"Toronto, Ontario",Total (house and land),"Index, 201612=100",32.3
1981-05,"Toronto, Ontario",House only,"Index, 201612=100",27.7
1981-05,"Toronto, Ontario",Land only,"Index, 201612=100",40.1
1981-05,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",32.6
1981-05,"Hamilton, Ontario",House only,"Index, 201612=100",26.4
1981-05,"Hamilton, Ontario",Land only,"Index, 201612=100",50.2
1981-05,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",31.0
1981-05,"St. Catharines-Niagara, Ontario",House only,"Index, 201612=100",28.9
1981-05,"St. Catharines-Niagara, Ontario",Land only,"Index, 201612=100",35.6
1981-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",34.6
1981-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,"Index, 201612=100",31.1
1981-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,"Index, 201612=100",43.5
1981-05,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1981-05,"Guelph, Ontario",House only,"Index, 201612=100",
1981-05,"Guelph, Ontario",Land only,"Index, 201612=100",
1981-05,"London, Ontario",Total (house and land),"Index, 201612=100",33.3
1981-05,"London, Ontario",House only,"Index, 201612=100",28.6
1981-05,"London, Ontario",Land only,"Index, 201612=100",51.6
1981-05,"Windsor, Ontario",Total (house and land),"Index, 201612=100",60.6
1981-05,"Windsor, Ontario",House only,"Index, 201612=100",63.9
1981-05,"Windsor, Ontario",Land only,"Index, 201612=100",47.5
1981-05,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",56.9
1981-05,"Greater Sudbury, Ontario",House only,"Index, 201612=100",57.0
1981-05,"Greater Sudbury, Ontario",Land only,"Index, 201612=100",53.7
1981-05,Prairie Region,Total (house and land),"Index, 201612=100",
1981-05,Prairie Region,House only,"Index, 201612=100",
1981-05,Prairie Region,Land only,"Index, 201612=100",
1981-05,Manitoba,Total (house and land),"Index, 201612=100",
1981-05,Manitoba,House only,"Index, 201612=100",
1981-05,Manitoba,Land only,"Index, 201612=100",
1981-05,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",27.9
1981-05,"Winnipeg, Manitoba",House only,"Index, 201612=100",31.1
1981-05,"Winnipeg, Manitoba",Land only,"Index, 201612=100",18.9
1981-05,Saskatchewan,Total (house and land),"Index, 201612=100",
1981-05,Saskatchewan,House only,"Index, 201612=100",
1981-05,Saskatchewan,Land only,"Index, 201612=100",
1981-05,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",21.9
1981-05,"Regina, Saskatchewan",House only,"Index, 201612=100",23.1
1981-05,"Regina, Saskatchewan",Land only,"Index, 201612=100",17.8
1981-05,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",34.8
1981-05,"Saskatoon, Saskatchewan",House only,"Index, 201612=100",37.7
1981-05,"Saskatoon, Saskatchewan",Land only,"Index, 201612=100",27.6
1981-05,Alberta,Total (house and land),"Index, 201612=100",
1981-05,Alberta,House only,"Index, 201612=100",
1981-05,Alberta,Land only,"Index, 201612=100",
1981-05,"Calgary, Alberta",Total (house and land),"Index, 201612=100",26.7
1981-05,"Calgary, Alberta",House only,"Index, 201612=100",30.1
1981-05,"Calgary, Alberta",Land only,"Index, 201612=100",19.8
1981-05,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",37.3
1981-05,"Edmonton, Alberta",House only,"Index, 201612=100",38.2
1981-05,"Edmonton, Alberta",Land only,"Index, 201612=100",33.6
1981-05,British Columbia,Total (house and land),"Index, 201612=100",
1981-05,British Columbia,House only,"Index, 201612=100",
1981-05,British Columbia,Land only,"Index, 201612=100",
1981-05,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1981-05,"Kelowna, British Columbia",House only,"Index, 201612=100",
1981-05,"Kelowna, British Columbia",Land only,"Index, 201612=100",
1981-05,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",91.8
1981-05,"Vancouver, British Columbia",House only,"Index, 201612=100",97.7
1981-05,"Vancouver, British Columbia",Land only,"Index, 201612=100",84.2
1981-05,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",132.5
1981-05,"Victoria, British Columbia",House only,"Index, 201612=100",212.4
1981-05,"Victoria, British Columbia",Land only,"Index, 201612=100",52.1
1981-06,Canada,Total (house and land),"Index, 201612=100",40.8
1981-06,Canada,House only,"Index, 201612=100",39.1
1981-06,Canada,Land only,"Index, 201612=100",41.6
1981-06,Atlantic Region,Total (house and land),"Index, 201612=100",
1981-06,Atlantic Region,House only,"Index, 201612=100",
1981-06,Atlantic Region,Land only,"Index, 201612=100",
1981-06,Newfoundland and Labrador,Total (house and land),"Index, 201612=100",
1981-06,Newfoundland and Labrador,House only,"Index, 201612=100",
1981-06,Newfoundland and Labrador,Land only,"Index, 201612=100",
1981-06,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",36.4
1981-06,"St. John's, Newfoundland and Labrador",House only,"Index, 201612=100",37.7
1981-06,"St. John's, Newfoundland and Labrador",Land only,"Index, 201612=100",31.9
1981-06,Prince Edward Island,Total (house and land),"Index, 201612=100",
1981-06,Prince Edward Island,House only,"Index, 201612=100",
1981-06,Prince Edward Island,Land only,"Index, 201612=100",
1981-06,"Charlottetown, Prince Edward Island",Total (house and land),"Index, 201612=100",
1981-06,"Charlottetown, Prince Edward Island",House only,"Index, 201612=100",
1981-06,"Charlottetown, Prince Edward Island",Land only,"Index, 201612=100",
1981-06,Nova Scotia,Total (house and land),"Index, 201612=100",
1981-06,Nova Scotia,House only,"Index, 201612=100",
1981-06,Nova Scotia,Land only,"Index, 201612=100",
1981-06,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",
1981-06,"Halifax, Nova Scotia",House only,"Index, 201612=100",
1981-06,"Halifax, Nova Scotia",Land only,"Index, 201612=100",
1981-06,New Brunswick,Total (house and land),"Index, 201612=100",
1981-06,New Brunswick,House only,"Index, 201612=100",
1981-06,New Brunswick,Land only,"Index, 201612=100",
1981-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),"Index, 201612=100",57.2
1981-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,"Index, 201612=100",63.3
1981-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,"Index, 201612=100",38.0
1981-06,Quebec,Total (house and land),"Index, 201612=100",
1981-06,Quebec,House only,"Index, 201612=100",
1981-06,Quebec,Land only,"Index, 201612=100",
1981-06,"Québec, Quebec",Total (house and land),"Index, 201612=100",31.4
1981-06,"Québec, Quebec",House only,"Index, 201612=100",36.1
1981-06,"Québec, Quebec",Land only,"Index, 201612=100",21.2
1981-06,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1981-06,"Sherbrooke, Quebec",House only,"Index, 201612=100",
1981-06,"Sherbrooke, Quebec",Land only,"Index, 201612=100",
1981-06,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1981-06,"Trois-Rivières, Quebec",House only,"Index, 201612=100",
1981-06,"Trois-Rivières, Quebec",Land only,"Index, 201612=100",
1981-06,"Montréal, Quebec",Total (house and land),"Index, 201612=100",30.0
1981-06,"Montréal, Quebec",House only,"Index, 201612=100",31.5
1981-06,"Montréal, Quebec",Land only,"Index, 201612=100",21.7
1981-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),"Index, 201612=100",
1981-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,"Index, 201612=100",
1981-06,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Land only,"Index, 201612=100",
1981-06,Ontario,Total (house and land),"Index, 201612=100",
1981-06,Ontario,House only,"Index, 201612=100",
1981-06,Ontario,Land only,"Index, 201612=100",
1981-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),"Index, 201612=100",34.8
1981-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,"Index, 201612=100",33.5
1981-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,"Index, 201612=100",40.8
1981-06,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
